#app,#text to play
output/scripts/rfsuite/audio/default/adjfunctions/gain.wav,Gain,,
output/scripts/rfsuite/audio/default/adjfunctions/cw.wav,CW,,
output/scripts/rfsuite/audio/default/adjfunctions/ccw.wav,CCW,,
output/scripts/rfsuite/audio/default/adjfunctions/cyclic.wav,Cyclic,,
output/scripts/rfsuite/audio/default/adjfunctions/ff.wav,Feed Forward,,
output/scripts/rfsuite/audio/default/adjfunctions/collective.wav,Collective,,
output/scripts/rfsuite/audio/default/adjfunctions/dyn.wav,Dynamic,,
output/scripts/rfsuite/audio/default/adjfunctions/decay.wav,Decay,,
output/scripts/rfsuite/audio/default/adjfunctions/gyro.wav,Gyro,,
output/scripts/rfsuite/audio/default/adjfunctions/cutoff.wav,Cut Off,,
output/scripts/rfsuite/audio/default/adjfunctions/dterm.wav,d term,,
output/scripts/rfsuite/audio/default/adjfunctions/rescue.wav,Rescue,,
output/scripts/rfsuite/audio/default/adjfunctions/climb.wav,Climb,,
output/scripts/rfsuite/audio/default/adjfunctions/collective.wav,Collective,,
output/scripts/rfsuite/audio/default/adjfunctions/hover.wav,Hover,,
output/scripts/rfsuite/audio/default/adjfunctions/alt.wav,Altitude,,
output/scripts/rfsuite/audio/default/adjfunctions/angle.wav,Angle,,
output/scripts/rfsuite/audio/default/adjfunctions/level.wav,Level,,
output/scripts/rfsuite/audio/default/adjfunctions/horizon.wav,horizon,,
output/scripts/rfsuite/audio/default/adjfunctions/acro.wav,Acro,,
output/scripts/rfsuite/audio/default/adjfunctions/gov.wav,Governor,,
output/scripts/rfsuite/audio/default/adjfunctions/crossc.wav,Cross Coupling,,
output/scripts/rfsuite/audio/default/adjfunctions/acc.wav,Accelerometer,,
output/scripts/rfsuite/audio/default/adjfunctions/trim.wav,Trim,,
